RE_Identity	Normalized	FOLD	condensed
pp7S	0.0876494023904383	-4.39887058610642	pp7S
Sh7p	0.582120582120582	-1.66736871761802	Sh7p
SBBp	2.08738664468261	0.174939203514884	Sp
SpBp	1.7487922705314	-0.0803997212090663	Spp
pS7B	0.321198156682028	-2.52522313225636	pS7
phhh	1.49635316698656	-0.305307932700927	phhh
BSpp	0.615384615384615	-1.58719836893404	Spp
BBph	0.495442945679912	-1.89996781687383	ph
SSSh	0.894297635605007	-1.0479316839043	SSSh
ShBS	2.70423711125026	0.548463003869851	ShS
SpSB	1.14079102715466	-0.696724111312935	SpS
SMARCAD1	0.427410454499849	-2.11306454879483	SMARCAD1
7php	0.546469622331691	-1.75854544544555	7php
7BSp	1.08516593362655	-0.768842987555062	7Sp
hSpS	0.744138634046891	-1.31311532324481	hSpS
SBpp	1.00998003992016	-0.872431869293845	Spp
Control	1.52112676056338	-0.28161826813416	Control
BB7h	0.757425742574257	-1.28758229085209	7h
7hSB	0.629434653238727	-1.55463013793778	7hS
h7B7	0.429564118761845	-2.10581325479243	h77
BppS	0.699896157840083	-1.40154585745455	ppS
S7p7	0.416368093531963	-2.15082722715552	S7p7
pppB	0.441003327361147	-2.06789720475167	ppp
h77p	0.379896013864818	-2.28308217136526	h77p
SSpB	1.16325459317585	-0.668591767124442	SSp
7hh7	0.395286963131889	-2.22578637093038	7hh7
77hp	0.327943078913325	-2.49524131771445	77hp
ShpB	1.41811965811966	-0.38277938133785	Shp
h7Sp	0.549749861033908	-1.74991141128532	h7Sp
S7BS	1.05313092979127	-0.812073841192693	S7S
7hBS	0.732343679712101	-1.33616589955369	7hS
SS7p	0.833141542002302	-1.15012513052414	SS7p
Bh7B	0.458498023715415	-2.01177123035968	h7
77pB	0.489972230792965	-1.91598675896783	77p
SphB	1.16688085184505	-0.664101393284871	Sph
pBph	0.534310850439883	-1.79100743090243	pph
SphS	1.30357142857143	-0.504289013970533	SphS
6merx4	0.666903157147925	-1.47120946679837	6merx4
p7Sh	0.326644370122631	-2.50096597128996	p7Sh
7Bh7	0.321946169772257	-2.52186725949812	7h7
BB7B	0.777124532335649	-1.25054094011414	7
p7pB	0.332581453634085	-2.47497902653246	p7p
B7pp	0.556988920928821	-1.73103811448845	7pp
pSh7	0.271277435654508	-2.7689176937228	pSh7
BBBh	0.682972328738729	-1.4368596181168	h
pphS	0.332770982707718	-2.4741571082615	pphS
hB77	0.650254668930391	-1.50768189269845	h77
7hBS	1.37222222222222	-0.430244515537944	7hS
SSB7	0.816044966785897	-1.18003809400852	SS7
ShS7	0.738863591368046	-1.32337870637239	ShS7
7pcx4	0.175641670860594	-3.39605158183296	7pcx4
BBpB	0.757118927973199	-1.28816680964256	p
BShS	1.29038854805726	-0.518953110762631	ShS
Shph	0.513812154696133	-1.84744572676812	Shph
7Bh7	0.333333333333333	-2.4717211515141	7h7
SSSS	3.11868131868132	0.754177488181546	SSSS
S7ph	0.406957928802589	-2.18380708889179	S7ph
pBph	0.226792963464141	-3.02731086612711	pph
ShSB	1.04268491365266	-0.826455391484706	ShS
SpBS	1.11648865153538	-0.727790063722874	SpS
S7hB	1.40354267310789	-0.397685722784883	S7h
7pS7	0.393799951562122	-2.2312238118941	7pS7
ShhS	3.37203791469194	0.866862107026351	ShhS
hBph	0.645242914979757	-1.5188443506314	hph
BSSS	1.77104220097925	-0.0621600612790052	SSS
7BpB	0.451821513257168	-2.03293378010533	7p
SSBB	2.20751419833989	0.25566406626932	SS
B7h7	0.521861281826163	-1.82502037684982	7h7
7pSh	0.373040752351097	-2.30935350124987	7pSh
BSBp	1.34718640982861	-0.45680916084768	Sp
BBpB	1.15188679245283	-0.682759715256105	p
hBSp	1.02624254473161	-0.849386909391866	hSp
SSSh	0.670153417015342	-1.4641953387211	SSSh
ppBh	0.466946885747039	-1.98542829002225	pph
SSBS	1.92346036340248	0.0569454496438328	SSS
h7h7	1.52299065420561	-0.27985156200293	h7h7
7Shp	0.665557957758191	-1.47412244208327	7Shp
SSpp	1.17938517179024	-0.64872369016655	SSpp
7Spp	0.525700584444777	-1.81444540686123	7Spp
BhhB	3.5793239575623	0.952928474357688	hh
BSSS	1.86737266767524	0.0142512211498356	SSS
7pcx4	0.132160937916334	-3.80639091529305	7pcx4
7hhh	0.304498269896194	-2.60225271465633	7hhh
SppS	0.901202749140893	-1.03683503112396	SppS
BSBB	1.3828729281768	-0.419090057075182	S
FIGNL2	0.50655219159512	-1.86797582378853	FIGNL2
Bh7S	0.316655548143207	-2.54577238849556	h7S
Bphh	0.366782518671892	-2.33376186581597	phh
BB7B	1.15222772277228	-0.682332775985947	7
Dna2	0.711582134746404	-1.37765645547477	Dna2
hShh	0.500414250207125	-1.88556387222289	hShh
hBp7	0.466503932736642	-1.9867975022973	hp7
pSph	0.451449122064735	-2.03412333932717	pSph
pphS	0.310989010989011	-2.57182314304712	pphS
B7B7	0.776119402985075	-1.25240812310963	77
phhh	0.794392523364486	-1.21883470105639	phhh
hBBh	0.798601398601399	-1.21121114709586	hh
SphS	0.348958333333333	-2.40563196105633	SphS
BB7S	0.442021803766105	-2.064569209979	7S
SMARCAD1	0.77536231884058	-1.25381612116997	SMARCAD1
BSpp	1.10942249240122	-0.736949770760809	Spp
phhp	3.90038314176245	1.07685719871286	phhp
7S7B	0.628115653040877	-1.55765652301785	7S7
7pcx2	0.320477502295684	-2.5284636633002	7pcx2
B7SS	0.437818181818182	-2.07835487733263	7SS
S7ph	0.312573443008226	-2.56449153697772	S7ph
pph7	0.118811881188119	-3.96000763282359	pph7
h7h7	3.56220891550233	0.946013478931467	h7h7
ppp7	0.614054054054054	-1.59032108669194	ppp7
Spph	0.425196850393701	-2.12055583540164	Spph
pBh7	0.927344782034346	-0.995580920474118	ph7
7hh7	0.342070773263434	-2.43439190105759	7hh7
pSSp	1.39024390243902	-0.411420641246289	pSSp
7BSp	0.608315098468271	-1.60386793312751	7Sp
ppS7	0.151757188498403	-3.60692188939462	ppS7
pp7h	0.432082794307891	-2.09737896224374	pp7h
pS7S	0.482370975983648	-1.93854364205791	pS7S
hBh7	1.27688953488372	-0.534124929486668	hh7
B7Sh	0.690871369294606	-1.42026961995165	7Sh
7pcx4	0.433460076045627	-2.09278762592051	7pcx4
SBSh	0.548148148148148	-1.75412088221483	SSh
7pcx1	0.686238532110092	-1.4299766105696	7pcx1
77p7	0.172131147540984	-3.42517856557707	77p7
pp77	0.585271317829457	-1.65958116689112	pp77
hB7p	2.05514705882353	0.152482980799904	h7p
hpBB	0.761133603238866	-1.28053703069999	hp
Bphh	0.863557858376511	-1.0983939041201	phh
77Sh	0.479166666666667	-1.94815919545709	77Sh
hSph	0.83248730964467	-1.15125846563124	hSph
7Bpp	0.827930174563591	-1.15917764590094	7pp
BpSS	0.666666666666667	-1.4717211515141	pSS
hBpp	0.402721088435374	-2.19890572488772	hpp
BBBp	1.25209669462259	-0.56241267041874	p
pSSp	1.13325471698113	-0.706286484582395	pSSp
BBBh	1.13088109495295	-0.709311403816911	h
phhh	0.519266055045872	-1.83221282762535	phhh
6merx2	1.24511930585683	-0.570474664546597	6merx2
BBh7	0.44589552238806	-2.05198103326997	h7
S7Sp	0.421348314606742	-2.13367339126346	S7Sp
7S7p	0.449275362318841	-2.04108679718424	7S7p
B7Sh	0.550724637681159	-1.74735559412753	7Sh
7hhp	2.8348623853211	0.616520052334502	7hhp
h7SB	1.07082152974504	-0.788040599843054	h7S
hShh	0.780487804878049	-1.24431065541103	hShh
h77p	0.549019607843137	-1.75182907070684	h77p
phSh	0.622331691297209	-1.57100303052819	phSh
phBB	3.42879622344611	0.890943515318002	ph
SSBp	1.29239766081871	-0.516708606287413	SSp
pphp	0.568022440392707	-1.70273881946485	pphp
h7SB	0.435424354243542	-2.08626464278498	h7S
7hph	0.229795520934761	-3.0083360677493	7hph
SpSS	2.42691415313225	0.392364426364897	SpSS
7SBB	1.13818181818182	-0.70002761227235	7S
phhS	5.97435897435897	1.69202527499909	phhS
hB7B	1.05542544886807	-0.808933974852408	h7
BppB	0.653728294177732	-1.49999560550928	pp
p7h7	0.499219968798752	-1.88901110252433	p7h7
7pph	0.618741976893453	-1.57934883262465	7pph
7SBS	0.806282722513089	-1.19740093813379	7SS
S7BS	0.382978723404255	-2.27142250102827	S7S
pBS7	0.381478921907395	-2.2770834005465	pS7
7h7p	0.321931589537223	-2.52193259746787	7h7p
7BBh	0.971571906354515	-0.928365971586523	7h
Shph	0.833932422717469	-1.14875626532025	Shph
Sp77	1.01323251417769	-0.8677933724492	Sp77
7ShB	5.53400503778338	1.58156530648737	7Sh
BSpB	1.82426778242678	-0.0194411339967685	Sp
hS7p	1.10018552875696	-0.749011818999448	hS7p
7S7S	0.417860151642797	-2.14566656004798	7S7S
7merm8x1	0.72202166064982	-1.35664462706741	7merm8x1
B77B	0.965779467680608	-0.936992953313083	77
S7pS	0.311977715877437	-2.56724376255839	S7pS
BpBB	1.83619983619984	-0.0100355729749229	p
B7pB	0.614622057001239	-1.58898720368385	7p
SBSp	1.41139240506329	-0.389639499049745	SSp
SpS7	0.509977827050998	-1.85825222310395	SpS7
Bpph	0.601503759398496	-1.62011299140677	pph
7pSp	1.13478260869565	-0.704342705167437	7pSp
SShh	0.551990898748578	-1.7440422657032	SShh
hSBB	4.59154929577465	1.31222238393345	hS
p7pS	0.425055928411633	-2.12103406364532	p7pS
hpBp	0.864244741873805	-1.0972468246247	hpp
SS7B	0.98932384341637	-0.902243898290365	SS7
B7pS	0.568627450980392	-1.70120299763687	7pS
7pcx4	0.49510821227394	-1.90094286644966	7pcx4
7hBB	3.84072398190045	1.05461963584302	7h
77Sh	0.35958904109589	-2.36233769200684	77Sh
ppSh	0.710571923743501	-1.37970605993298	ppSh
B7Bh	0.730205278592375	-1.34038464774904	7h
7pph	0.281218274111675	-2.7169963990875	7pph
ppS7	0.362239297475302	-2.35174368034918	ppS7
777B	0.27991452991453	-2.7237003688389	777
7BB7	0.61304347826087	-1.59269734933853	77
SpSS	1.28360528360528	-0.526557017594203	SpSS
B7hp	0.792690611216131	-1.22192885674884	7hp
ShBh	0.879927503398278	-1.07130207965337	Shh
h7SB	0.924985899605189	-0.999255372186189	h7S
hSBS	0.91866028708134	-1.00915528215267	hSS
pBBp	0.838690993339125	-1.14054738256313	pp
7ph7	1	-0.886758650792947	7ph7
HMGA2	0.389982110912343	-2.24527879885921	HMGA2
hphp	4.00337268128162	1.11445727430296	hphp
pBSh	0.614158163265306	-1.5900765070647	pSh
BB7S	0.72043852779953	-1.3598114095513	7S
h7Bp	0.537981269510926	-1.78113080125176	h7p
hh7p	1.35209445253113	-0.451562714085114	hh7p
7pBS	0.487118374758824	-1.92441434108243	7pS
7SBS	0.496484586262845	-1.89693781678333	7SS
pSS7	0.623520368946964	-1.56825005539476	pSS7
BSph	0.396014198349228	-2.22313458931277	Sph
h7pB	0.385300940056159	-2.26270103979521	h7p
hBBh	0.66567219839642	-1.47387482990008	hh
hSp7	0.582527454515653	-1.6663607001019	hSp7
ppSS	0.73452314556609	-1.33187879340481	ppSS
B7Bp	0.498531263113722	-1.89100276618245	7p
77BS	0.42451874366768	-2.12285849154999	77S
h7hp	5.63339942718661	1.60724711639817	h7hp
hS7S	0.525605398967844	-1.81470665071997	hS7S
7hpS	0.585242757646109	-1.65965156952148	7hpS
SSBh	0.90131926121372	-1.03664852423091	SSh
SBpp	0.727002083953558	-1.34672724604004	Spp
ShB7	0.751978497834851	-1.29799533578609	Sh7
hSB7	1.5500515995872	-0.254442408693756	hS7
Bh7p	0.294314381270903	-2.65132870635375	h7p
7php	0.499189627228525	-1.88909878924746	7php
pSSS	0.761493366244986	-1.27985527696137	pSSS
hp7B	0.861506055818852	-1.1018258080007	hp7
BBSS	1.66129994036971	-0.15444608175604	SS
SpSh	0.490893205188521	-1.91327754823418	SpSh
ShBh	0.567873805820929	-1.7031163792315	Shh
ph77	0.403934634301126	-2.19456489428579	ph77
BShp	1.20010722423268	-0.623595340827465	Shp
BShS	0.711864406779661	-1.37708427737603	ShS
hhhp	9.35113122171946	2.33838224995572	hhhp
SpBh	0.566763425253991	-1.70594008535526	Sph
77S7	0.491447642886942	-1.91164902061162	77S7
SS77	1.23062077838533	-0.587372393787898	SS77
7B7B	0.678451612903226	-1.44644081922386	77
Bh77	0.440009124087591	-2.07115330570437	h77
SBBS	1.52006018054162	-0.282630208406813	SS
BSpS	0.951904691866451	-0.957869612751002	SpS
7pcx4	0.125359401955147	-3.88261654332261	7pcx4
7Shh	0.529262086513995	-1.80470443491046	7Shh
7B7p	2.09105905641702	0.177475156804958	77p
7Bhp	0.393086036123519	-2.23384163089609	7hp
SSp7	0.591186440677966	-1.64507356515259	SSp7
hSp7	0.543776223776224	-1.76567367374028	hSp7
7hS7	0.3359961268458	-2.46024214307081	7hS7
7Spp	0.402569593147752	-2.19944853882497	7Spp
B7Sp	0.475778078484438	-1.95839794468306	7Sp
Sh7B	0.495677233429395	-1.89928574866911	Sh7
7pcx4	0.138504155124654	-3.73875748790539	7pcx4
ppBp	0.329623741388447	-2.48786658826279	ppp
ShSp	0.706771720613288	-1.3874424298247	ShSp
7SBB	0.665732959850607	-1.47374314909931	7S
pphh	0.300884955752212	-2.61947477195779	pphh
SBph	0.431390831390831	-2.09969123132275	Sph
7hSp	0.364591261988126	-2.34240676037968	7hSp
h7BB	0.440977261731979	-2.06798247817926	h7
7BBB	0.948376796168175	-0.96322638069108	7
phB7	0.572713844501141	-1.69087226679959	ph7
p7B7	0.286115335126915	-2.6920899207957	p77
SShS	0.732237796036733	-1.33637450229264	SShS
BBSB	1.29980506822612	-0.508463372300946	S
B77B	0.243301178992497	-2.92594343435379	77
hp77	0.608627450980392	-1.60312734035204	hp77
7SSp	0.493604460478846	-1.90533131415563	7SSp
7mera1x4	0.420395421436004	-2.1369397888149	7mera1x4
7hhS	0.533110740122426	-1.79425149856671	7hhS
Bp77	0.568462679189323	-1.70162110951949	p77
7hSB	0.327345309381238	-2.49787343937007	7hS
7h77	0.239909039226833	-2.94619922955772	7h77
hSpB	0.967280163599182	-0.934752932405785	hSp
h7S7	0.366327474560592	-2.33555283844799	h7S7
phSS	0.340662947161142	-2.44034170712155	phSS
pShB	0.909370946822309	-1.0238178330262	pSh
SS77	0.58902791145332	-1.65035074700451	SS77
SBBh	0.778661195178251	-1.24769101477512	Sh
h77B	0.338330834582709	-2.45025207912369	h77
BphS	0.456703014753047	-2.01743043252433	phS
7ShB	0.598507125084822	-1.62731832346834	7Sh
hh7S	1.09251101321586	-0.759110827696986	hh7S
ph77	0.262028985507246	-2.81896033493065	ph77
B7hp	0.451262229737891	-2.03472071441597	7hp
pSSS	0.663001649257834	-1.47967428654435	pSSS
phph	0.60445765230312	-1.61304547643313	phph
pS7h	0.234169957956428	-2.9811307436556	pS7h
777B	0.695401293932506	-1.41084099419102	777
p7Bp	0.319128706024721	-2.53454835900971	p7p
pBhB	1.91600934852469	0.0513459494446651	ph
7BB7	0.381201044386423	-2.27813467383789	77
7pcx1	0.315318976026006	-2.55187475106398	7pcx1
phS7	0.475825471698113	-1.95825424207837	phS7
pS77	0.175099488345651	-3.40051187757001	pS77
SBBS	1.7134328358209	-0.109869009462394	SS
Sp7h	0.25	-2.88675865079295	Sp7h
ppBh	0.289168517147792	-2.67677625641754	pph
hBhh	0.530755711775044	-1.80063875377445	hhh
h77p	0.329191782507073	-2.48975842293493	h77p
S77B	0.351470588235294	-2.3952827789499	S77
S777	0.160222531293463	-3.52860970467729	S777
77SS	0.405420054200542	-2.18926929185307	77SS
S7pp	0.344729344729345	-2.42322263382291	S7pp
S7Bh	0.548571428571429	-1.75300726190412	S7h
77BB	0.452798663324979	-2.02981704638258	77
hSSp	0.780783582089552	-1.24376402870038	hSSp
p7pS	0.310077519379845	-2.57605781132884	p7pS
phSp	0.341200615700359	-2.43806649566228	phSp
SBSB	1.04641480339244	-0.821303795221031	SS
77hB	0.472565895642819	-1.96817122970405	77h
hpSS	0.517798337776384	-1.83629641173934	hpSS
phSS	0.405749486652977	-2.18809747617797	phSS
pS7B	0.339722991689751	-2.44432788579606	pS7
S7SB	0.633062793677915	-1.54633813759913	S7S
FIGNL2	0.281303602058319	-2.71655871937536	FIGNL2
SBB7	0.849329205366357	-1.1223628857864	S7
hppB	0.346916054330884	-2.41410013951085	hpp
7hpp	1.09179492857934	-0.760056749942775	7hpp
7pcx4	0.161504845145354	-3.51710929926066	7pcx4
B7S7	0.509283819628647	-1.86021686334045	7S7
hphS	1.66495224099927	-0.151277856476426	hphS
hBpS	0.66444296197465	-1.47654138667272	hpS
7hSS	0.369490120215559	-2.32315095696945	7hSS
7S7B	0.475070028011204	-1.96054655514621	7S7
Bp7S	0.113749309773606	-4.0228289545599	p7S
hh7p	1.02973168963017	-0.844490177914882	hh7p
BpS7	0.598828696925329	-1.62654338614129	pS7
77Bh	0.330275229357798	-2.48501797412756	77h
p777	0.272965879265092	-2.75996612014518	p777
Bpp7	0.441409281390657	-2.06656978059496	pp7
7BSh	0.587061994609164	-1.65517388358421	7Sh
B7pS	0.555876685934489	-1.73392187050534	7pS
SMARCAD1	0.516030534351145	-1.84123031093557	SMARCAD1
SSh7	0.365379029915771	-2.33929290948357	SSh7
pBBS	0.698991838694191	-1.4034111346349	pS
h77h	0.213196731308696	-3.11650142653671	h77h
hppp	0.322312413383488	-2.5202269929579	hppp
SpB7	0.51842826682912	-1.83454236367996	Sp7
S777	0.304945054945055	-2.60013742464154	S777
S7hh	0.288566429968097	-2.67978327029867	S7hh
7BB7	0.514370664023786	-1.84587838154142	77
BSB7	0.763008897276894	-1.27698686557671	S7
ppS7	0.259896548084028	-2.83074927345206	ppS7
pB77	0.270149645576267	-2.77492795646232	p77
BSh7	0.343892880470281	-2.42672749726702	Sh7
SpSB	0.95336376265132	-0.955659956057065	SpS
ppBh	0.328071602929211	-2.49467602255305	pph
hpSB	0.364716922114482	-2.34190960637297	hpS
BpSS	0.920780158921262	-1.00582999923699	pSS
77pB	0.418670438472419	-2.1428716899734	77p
S7pB	0.605536332179931	-1.6104732214613	S7p
phhh	0.525423728813559	-1.81520538976791	phhh
7B7B	0.41297831070358	-2.16262073125608	77
77pp	0.254504819108814	-2.86099377134962	77pp
S7BB	0.621626452189455	-1.57263884935012	S7
B7Sh	0.335251586247602	-2.4634425874025	7Sh
7BpB	0.784355746048754	-1.23717860581197	7p
pphS	0.304489016236867	-2.60229655862065	pphS
hShS	1.07488986784141	-0.782569800520975	hShS
h7B7	0.316434540389972	-2.54677965999868	h77
777h	0.275862068965517	-2.74473964592052	777h
hSBB	0.752525252525252	-1.29694675041039	hS
7Bhh	0.303322259136213	-2.60783537245579	7hh
B7h7	0.393414211438475	-2.23263767214751	7h7
pBBS	1.17916456970307	-0.648993569179481	pS
BB7S	0.461896150865409	-2.00111822190194	7S
hphh	1.07124207385304	-0.787474120952456	hphh
Spph	0.448698099929627	-2.04294167093262	Spph
S7h7	0.307377049180328	-2.58867729785995	S7h7
SSpp	1.148891966759	-0.686515506724254	SSpp
77B7	0.516731517509728	-1.83927186352726	777
pSSB	0.534992223950233	-1.7891688234188	pSS
S7hp	0.508577964163172	-1.86221779187335	S7hp
SB77	0.489411764705882	-1.91763796367692	S77
S77S	0.332430969139145	-2.47563195640521	S77S
7pBh	0.301942103334555	-2.61441480288387	7ph
hhpS	2.008250475989	0.119180567664656	hhpS
S7hh	0.249493487698987	-2.88968458697947	S7hh
SShS	0.65458884790627	-1.49809772198289	SShS
ShpS	0.711720954090793	-1.37737503406575	ShpS
hB77	0.46313272220008	-1.99726105279759	h77
p7hB	0.707498047383494	-1.38596057940934	p7h
p7pp	0.321191458819307	-2.52525321671943	p7pp
pp7S	0.326263697419583	-2.50264827454343	pp7S
B7pS	1.13812858052196	-0.700095094903825	7pS
phpB	1.39564867042707	-0.405822836196578	php
p7h7	0.17516339869281	-3.39998539791519	p7h7
ppBp	0.29635687732342	-2.64135120828524	ppp
77SB	0.375993844575532	-2.29797770205677	77S
hBSh	0.654617537313433	-1.49803449273819	hSh
p7h7	0.263876707179551	-2.8088227384025	p7h7
SppB	0.772915880799698	-1.25837533664896	Spp
p777	0.345822925339994	-2.41865323419573	p777
h77h	0.123291492329149	-3.90661349499078	h77h
SBBh	0.834663625997719	-1.14749184495364	Sh
BSS7	0.523775727466288	-1.81973754104219	SS7
7h7S	0.392616466451802	-2.23556606454668	7h7S
pBp7	0.282803385095719	-2.70888735668017	pp7
phhp	2.54639979204575	0.461700293474417	phhp
Bp7h	0.321448467966574	-2.52409927085788	p7h
7B77	0.416850463167181	-2.1491568074253	777
pB7p	1.47862140450894	-0.322505947752481	p7p
hhpB	7.06902452937821	1.93475249723708	hhp
php7	0.581428168219023	-1.66908577884068	php7
ppS7	0.396029258098224	-2.22307972710788	ppS7
hB77	0.349417637271215	-2.40373431383801	h77
7pSS	0.502458649977649	-1.87968187163114	7pSS
hBBS	1.05792215752375	-0.805525173705856	hS
pBhh	0.321411387329591	-2.52426570231477	phh
B777	0.273559822747415	-2.75683038599507	777
BhSh	0.489945915961725	-1.91606424355502	hSh
hp7h	0.435544138253153	-2.08586781603586	hp7h
pB7p	0.313205417607223	-2.5615775781105	p7p
BShh	0.292870036101083	-2.658426148843	Shh
S7S7	0.360198108959928	-2.3598961385652	S7S7
h77p	0.546531720562824	-1.75838151369783	h77p
p77B	0.292514534883721	-2.66017843249307	p77
BBpp	0.775540641312453	-1.25348435966897	pp
BBBS	1.57808695652174	-0.228581947161302	S
Sp7h	0.210209375579025	-3.13685972909325	Sp7h
77hp	0.580124575311438	-1.67232400943017	77hp
BpSh	0.638593014614813	-1.53378997391181	pSh
7ShS	0.283881315156375	-2.70339885053962	7ShS
SSBB	3.26041666666667	0.818297695418516	SS
SSpS	1.64886515353805	-0.165285232779657	SSpS
hBBp	2.31957835197326	0.327103928351956	hp
p7pS	0.339175463055168	-2.44665494078227	p7pS
B77S	0.551893217107055	-1.74429759109136	77S
phhB	4.38124408308738	1.24458193995799	phh
SBhB	0.710566151983046	-1.3797177785553	Sh
SSS7	1.00042069835928	-0.886151838989725	SSS7
BpS7	0.31	-2.5764185301808	pS7
hp7h	0.443205574912892	-2.06071071707164	hp7h
7hSB	0.701523545706371	-1.39819521887898	7hS
p7ph	0.254545454545455	-2.86076344226	p7ph
BSpB	0.862307127112417	-1.10048494151091	Sp
Sp7S	0.577893820713664	-1.67788230209213	Sp7S
77Sp	0.306114398422091	-2.59461584049652	77Sp
h7SS	0.332936979785969	-2.47343762410312	h7SS
pBBS	0.676006314127861	-1.45165002384976	pS
SBph	0.474325246029426	-1.96281008756827	Sph
SSpS	1.28254058672743	-0.527754169331857	SSpS
pBBh	0.400801603206413	-2.20579846635548	ph
SB7S	0.568391866913124	-1.70180083439316	S7S
hBpp	0.64983001457018	-1.50862436478374	hpp
h77B	0.251282051282051	-2.87937912042735	h77
7pcx4	0.123216458356377	-3.90749177208862	7pcx4
S7B7	0.558494162497022	-1.72714454425661	S77
BhB7	0.958307786633967	-0.948197654505166	h7
BSSh	0.666493977464059	-1.47209490670813	SSh
hhS7	2.76175849491265	0.578828516223244	hhS7
SBSh	0.632713366938988	-1.54713467059113	SSh
pS7h	0.292522278186749	-2.66014024267447	pS7h
BhBp	1.49138234259585	-0.310108485019912	hp
pBpS	0.557938225457407	-1.72858134900187	ppS
p7SS	0.291208791208791	-2.66663283642844	p7SS
pBhp	1.45731436193864	-0.343446531461646	php
SBhh	0.402269861286255	-2.20052309273206	Shh
7phh	0.401730977280923	-2.20245703449239	7phh
p7p7	0.364705882352941	-2.34195327654377	p7p7
B7B7	0.478797224363917	-1.94927195682416	77
hBph	0.380247512739626	-2.28174793460087	hph
7h7h	0.324078748107017	-2.51234232856013	7h7h
ShB7	1.03555176336746	-0.836358980491835	Sh7
BBB7	0.800794176042356	-1.20725526379582	7
Bp7S	0.399583766909469	-2.21018877084554	p7S
SSh7	0.377711044377711	-2.29140377647464	SSh7
phSh	0.433875677930747	-2.09140503141362	phSh
7merm8x1	1.43370053039576	-0.36701494365141	7merm8x1
SBhB	5.504054897068	1.57373620866073	Sh
7h7S	0.359629511338231	-2.36217533185139	7h7S
Spp7	0.439628482972136	-2.07240188598219	Spp7
pBSp	0.575631015071727	-1.68354241891706	pSp
BpSh	0.464342543034862	-1.99349727909046	pSh
Bhp7	0.648394675019577	-1.51181450299634	hp7
hpBh	0.595103578154426	-1.63554595342	hph
7hph	0.279686558167571	-2.72487582662124	7hph
7ShB	0.710367632756273	-1.38012089755905	7Sh
BSp7	0.655031731640979	-1.49712194899629	Sp7
Shh7	1.09281089158227	-0.75871488325159	Shh7
Bhpp	0.749752229930624	-1.30227283768257	hpp
Shhp	7.34452296819788	1.98991013899954	Shhp
BSBh	0.764295676429568	-1.27455587653432	Sh
SpBp	1.27063433749694	-0.541209738766398	Spp
7h7S	0.370932754880694	-2.31752907633639	7h7S
Control	1.37882764654418	-0.423316519551048	Control
7hpp	1.01375245579568	-0.867053241445387	7hpp
BShh	0.285468984760678	-2.69535273551285	Shh
pSSB	0.393392239723396	-2.23271824719706	pSS
BphB	0.952702702702703	-0.956660664023103	ph
hS7p	0.930909090909091	-0.990046459204968	hS7p
hB7h	0.328482328482329	-2.49287098638589	h7h
Sphp	0.658555729984301	-1.48938121260942	Sphp
7S77	0.492170022371365	-1.9095299584516	7S77
SBBB	1.36835994194485	-0.434310875134433	S
BhBB	4.65533769063181	1.33212717154099	h
hBB7	0.679245283018868	-1.44475410391383	h7
Bp7B	0.622188139059305	-1.57133585303145	p7
SB7B	0.759464973928814	-1.28370331565267	S7
BpBS	1.48314041268244	-0.318103462918616	pS
77BS	1.40132450331126	-0.399967572891362	77S
hh7B	1.23211446740859	-0.585622357510636	hh7
SB7p	1.32742155525239	-0.478132044145647	S7p
h7Sh	0.352033304564147	-2.39297482233869	h7Sh
SBhh	0.259501965923984	-2.83294127754787	Shh
p77S	0.173013493253373	-3.41780218821941	p77S
h7hp	5.20369334079463	1.49277729420846	h7hp
phhS	3.13608314387788	0.762205157917258	phhS
SSSp	1.33020899303357	-0.475105721212307	SSSp
7BB7	0.808988764044944	-1.19256708031703	77
ShhS	1.38286032276016	-0.41910320785324	ShhS
pSpS	0.498925347470984	-1.88986277959765	pSpS
phBh	0.503983538226138	-1.87531013439039	phh
phpS	0.420264002854085	-2.13739085599498	phpS
hhpB	4.62977357215275	1.32418298668386	hhp
BhSS	0.55087862689007	-1.74695225569048	hSS
B7SS	0.419799206163904	-2.13898730716954	7SS
pSBh	0.463848106855061	-1.99503429240166	pSh
hhpp	2.87590039102696	0.63725505702179	hhpp
pB7S	0.324753427952851	-2.50934199147913	p7S
77pB	0.48375	-1.93442508442326	77p
SSpB	1.47309048178613	-0.327912602893691	SSp
ph7B	0.17428899547389	-3.40720526443497	ph7
7hp7	0.489471221338325	-1.91746270720582	7hp7
S7ph	0.255427841634738	-2.85577095830926	S7ph
77ph	0.264508429061614	-2.80537304840101	77ph
hS7h	0.443521594684385	-2.05968239586509	hS7h
ppS7	0.20959595959596	-3.14107583952563	ppS7
hBpS	0.99623706491063	-0.892197658331715	hpS
7B7p	0.534954407294833	-1.78927080589089	77p
7mera1x2	1.15447154471545	-0.679526036627504	7mera1x2
h7BS	0.327150084317032	-2.49873410315182	h7S
777h	0.163716814159292	-3.49748424757918	777h
h77h	0.304746044962531	-2.60107924821454	h77h
SBBh	0.304516129032258	-2.60216810159271	Sh
pphB	1.28744394618834	-0.522249030393432	pph
SpSS	1.0192225544639	-0.859289542209731	SpSS
pppp	0.334413480233312	-2.46705374194043	pppp
SBSh	0.510734463276836	-1.85611333334812	SSh
7p7h	0.35901573215006	-2.36463968102591	7p7h
7h7p	0.331717824448034	-2.47873021003347	7h7p
