RE_Identity	Normalized	FOLD	condensed
hhB7	1.26038349961084	-0.0632427929215984	hh7
hBpS	1.21114802510151	-0.120730365064845	hpS
SBSB	1.01069518716578	-0.381757601047814	SS
Bp7S	0.693366708385482	-0.925415092260038	p7S
pB77	0.85	-0.631570819018273	p77
77pB	0.85	-0.631570819018273	77p
hh7h	0.630872483221476	-1.06168523416577	hh7h
7S7p	0.39568345323741	-1.7346869245801	7S7p
SBpB	1.45330432825745	0.142231275851595	Sp
SBpB	1.27526395173454	-0.0463096810838546	Sp
h7BB	0.681838464970995	-0.949603670855895	h7
S7hS	0.535058430717863	-1.29933721155129	S7hS
hSSS	1.16083521444695	-0.181942375411334	hSSS
BSB7	1.18304668304668	-0.154598561804038	S7
hpBS	1.05294450736127	-0.322676160417728	hpS
phh7	0.690732384588684	-0.930906795110109	phh7
BhS7	0.764944275582573	-0.783679005625206	hS7
ShSh	1.16102564102564	-0.181705731186341	ShSh
hp7h	0.353949017969076	-1.89549208758755	hp7h
7p7h	0.44229217110573	-1.57403395456132	7p7h
7S7S	0.582089552238806	-1.17779253697677	7S7S
h7pB	0.66875	-0.977566673867465	h7p
Bh7p	0.730141458106638	-0.850857660470101	h7p
Control	1.4178152643489	0.106564002055117	Control
BBBp	1.105112960761	-0.252911721013032	p
hBSh	0.552743470338125	-1.25242358295248	hSh
pphB	1.03534971644612	-0.346987407354101	pph
BSB7	0.775828460038986	-0.763295960444655	S7
SMARCAD1	0.732176069435834	-0.846843039139736	SMARCAD1
pBhB	1.20242963675728	-0.131153091902704	ph
BB7B	0.636448890278212	-1.04898899642123	7
77SS	1.02508250825083	-0.361365529354262	77SS
phBh	1.02628755364807	-0.359670551689418	phh
pBS7	0.69983948635634	-0.912009593628325	pS7
7ppS	0.988555078683834	-0.413712310368428	7ppS
hphS	1.22063666300768	-0.109471736459793	hphS
hSBS	0.869807497467072	-0.598337515835513	hSS
pSBB	1.45173882185947	0.14067636019716	pS
7ShS	0.900120336943442	-0.548915772263958	7ShS
hBhB	1.49935222078271	0.187233768862541	hh
p7hB	1.30385638297872	-0.0143205968667386	p7h
BhpS	1.01369863013699	-0.377476758632317	hpS
SSSh	0.61769789146215	-1.09213225426936	SSSh
S7SS	0.614023144996596	-1.10074062268215	S7SS
p7pp	0.507297433316558	-1.376201799131	p7pp
BhB7	0.97017797017797	-0.440784239626659	h7
7pBp	0.911161731207289	-0.531326505141884	7pp
hBpS	1.46436998584238	0.153174543775299	hpS
Control	1.23365138468699	-0.0941708018824155	Control
7SpB	0.632453567937439	-1.05807409313407	7Sp
7B7B	0.486159169550173	-1.437604927661	77
S7Sp	0.719122023809524	-0.872797065948775	S7Sp
ppSB	0.972981086760732	-0.436621898737761	ppS
phSB	0.692026780279976	-0.928205791439077	phS
S7pS	0.996470588235294	-0.402206437074115	S7pS
77Sh	0.297769156159069	-2.14483933737918	77Sh
7ppS	0.551612903225806	-1.25537745576959	7ppS
hBSh	0.815816326530612	-0.690789280903489	hSh
BhpS	0.840859030837004	-0.647169705875314	hpS
h77p	1.40577651515152	0.094261693246952	h77p
B7B7	0.782383419689119	-0.751157863324251	77
7SSB	0.873698820263706	-0.591897617836981	7SS
pBB7	0.556681138446696	-1.24218245784518	p7
h7ph	0.536135693215339	-1.296435474598	h7ph
pphh	0.772522522522523	-0.769456665558544	pphh
pppB	1.26881720430108	-0.0536213271274403	ppp
SBSS	1.75385629531971	0.413424977998325	SSS
C14orf28	0.916355489171023	-0.523126277042656	C14orf28
7h7B	0.602091633466135	-1.1290505900829	7h7
pBpp	0.888230452674897	-0.568099625813488	ppp
7Sh7	0.621863799283154	-1.08243502463218	7Sh7
hh7B	1.01326801388038	-0.378089741533744	hh7
phh7	0.233050847457627	-2.49838890121843	phh7
pSph	0.898777895855473	-0.551069016315799	pSph
7Spp	0.836553945249597	-0.65457508469752	7Spp
Bhhh	0.681115489542286	-0.951134218766273	hhh
ppS7	0.842880523731588	-0.643705513129399	ppS7
hBhp	1.50567101553793	0.19330101465505	hhp
pphB	1.18662137937541	-0.150245884178085	pph
7hhh	0.26418152350081	-2.31750409029959	7hhh
S7hp	0.769814182783466	-0.774523409173272	S7hp
Bppp	0.967515001034554	-0.444749630277319	ppp
hShp	1.40887510900107	0.0974381629372218	hShp
BhSS	1.31803513804231	0.00128326687947228	hSS
B7hS	0.576202823393835	-1.19245693054781	7hS
BhB7	0.726439790575916	-0.85819043217953	h7
7h7p	0.898816568047337	-0.551006942048713	7h7p
B7Bp	0.6993583868011	-0.913001704870327	7p
BBhp	1.35007225433526	0.03593105536277	hp
BppB	0.986237097278699	-0.417099139478436	pp
h7hB	1.42695603009612	0.115835315235082	h7h
hpBp	0.825659914057704	-0.673485996462781	hpp
7Bhp	1.6542948038176	0.329110787693264	7hp
BSBB	0.939729823346034	-0.486787625335366	S
BhB7	0.856420626895854	-0.620714116808162	h7
BShB	1.14873117112227	-0.197064350919086	Sh
BBSB	1.22680412371134	-0.102200644260434	S
Shpp	1.19450897571278	-0.140687870927599	Shpp
Bph7	0.677848775292865	-0.958070209133667	ph7
SppS	1.18678459937565	-0.150047454842863	SppS
h7B7	0.989939637826962	-0.411693101604296	h77
p7Sp	0.74481658692185	-0.822148458473627	p7Sp
BSh7	1.05564924114671	-0.318975012994636	Sh7
7SSp	0.775	-0.764837349881737	7SSp
BhSh	0.736731976412403	-0.837893798924779	hSh
7pcx4	1.03412698412698	-0.348692215200394	7pcx4
7SpB	1.23110407597942	-0.0971528347916431	7Sp
SSp7	0.7084375	-0.894393079415189	SSp7
p77S	0.517018779342723	-1.34881697668667	p77S
BSph	0.707330644039505	-0.896648895012187	Sph
S7B7	1.0856864654333	-0.278498036891778	S77
S7BS	0.872355266217159	-0.594117868810523	S7S
77hS	0.897727272727273	-0.552756435841444	77hS
BSSp	1.19427780341486	-0.140967101482416	SSp
B7p7	0.590841949778434	-1.15626139918152	7p7
Bhpp	1.04217736121125	-0.337504744227803	hpp
BBSp	1.34400756654506	0.0294356948978552	Sp
S77h	0.565875472996216	-1.21854905289488	S77h
S77p	0.524787535410765	-1.3273002063466	S77p
7ppS	1.89794419970631	0.527332011808976	7ppS
hhBh	0.758304334071496	-0.796256691636615	hhh
pSSB	1.25588697017268	-0.0683989378628257	pSS
SSSB	1.08031854379977	-0.28564879577011	SSS
Bhh7	0.865252651278852	-0.605912203212195	hh7
pS7S	0.930805056553559	-0.500554612132861	pS7S
7SpB	0.977553956834532	-0.429857325000281	7Sp
7B7h	0.792919495635306	-0.731859262363914	77h
hpph	0.712702702702703	-0.885733264920364	hpph
SpBB	1.43567921440262	0.124627866586252	Sp
7mera1x2	0.781930184804928	-0.751993859043011	7mera1x2
hS7h	0.384534270650264	-1.77592147978264	hS7h
hSSS	1.34851282051282	0.0342636721747247	hSSS
7Spp	0.569709127382146	-1.20880814027476	7Spp
pSp7	1.33415233415233	0.0188178381568647	pSp7
hh7S	0.785136815920398	-0.746089584033659	hh7S
7hBh	0.614089775561097	-1.10058407749243	7hh
BBBS	1.62229927980795	0.300934425361457	S
BpSB	1.42200506695621	0.110821040264945	pS
pSpS	0.99922898997687	-0.398218326748325	pSpS
Bhpp	1.31426920854997	-0.00284474477446758	hpp
BppS	1.18689391713194	-0.149914570643172	ppS
pp7B	0.727929788332473	-0.855234356698348	pp7
7pBS	1.2491103202847	-0.0762046652976153	7pS
Control	1.19166148102054	-0.144131102244024	Control
ShBS	1.4702300405954	0.158936339653882	ShS
Sppp	1.07834833245103	-0.288282286803732	Sppp
phSh	0.620388349514563	-1.08586206650484	phSh
pB7B	1.00158061116965	-0.394827025753807	p7
hh7p	0.879435567545134	-0.58245577874907	hh7p
7phh	0.338855421686747	-1.95836380551114	7phh
FIGNL2	1.21814671814672	-0.112417658085255	FIGNL2
7hS7	1.19007092198582	-0.146058012227583	7hS7
ShpB	1.56245027844073	0.246704714512935	Shp
B77p	0.482813749000799	-1.44756690022199	77p
hh7B	1.22009202453988	-0.11011559928128	hh7
SSh7	0.630930822165882	-1.06155182937045	SSh7
h777	0.389154704944179	-1.7586898606204	h777
hB77	0.683415435139573	-0.94627082843961	h77
Bhhp	1.21010332950631	-0.1219753223429	hhp
B7pS	1.2753209700428	-0.0462451782085554	7pS
SBpS	1.8162962962963	0.463894006371338	SpS
hBSh	0.889525628780643	-0.565997487623752	hSh
p7hS	1.33392539964476	0.0185724200527923	p7hS
7hhB	1.41909361609412	0.107864200211561	7hh
Bhhh	0.578975171685156	-1.18553217812443	hhh
hBBp	1.20778110303549	-0.124746559543765	hp
7SpS	0.609375	-1.04466745959974	7SpS
7hBh	1.41312741312741	0.168821872135503	7hh
pBBp	2.13814432989691	0.76628956327675	pp
77SB	1.25051334702259	-0.00754922263799498	77S
BBSh	0.858144972720187	-0.550776379987299	Sh
SB7S	1.12649800266312	-0.158224922856307	S7S
SBp7	0.59774964838256	-1.07245639705634	Sp7
BpSS	1.03069170865781	-0.286456807348377	pSS
pS77	0.418670438472419	-1.58618271764243	pS77
SS7p	0.860744297719088	-0.546413055125628	SS7p
Bh7B	1.10385438972163	-0.187519800803539	h7
hhpS	1.60322906155399	0.350910886992538	hhpS
BSSp	1.27516158818098	0.0206103981877384	SSp
hhp7	0.470730235365118	-1.41709725193383	hhp7
S7BB	0.950980392156863	-0.402582178246353	S7
h7SB	0.687005649717514	-0.87167580998876	h7S
S7p7	0.724346076458752	-0.795318623694597	S7p7
SBBh	1.15475189234651	-0.122486768060541	Sh
7h77	0.883018867924528	-0.509553508329142	7h77
Bph7	0.419312169312169	-1.58397307254365	ph7
77SS	0.822323462414579	-0.612291781110173	77SS
Bhp7	1.03267973856209	-0.283676772977534	hp7
hBhh	0.851373182552504	-0.562206126039035	hhh
7phh	0.596868884540117	-1.07458372694936	7phh
pppp	0.714801444043321	-0.814455224431564	pppp
Sh7B	1.2625250501002	0.006242334588033	Sh7
7SB7	0.884259259259259	-0.507528352589705	7S7
BSp7	1.30935251798561	0.0587838890132036	Sp7
Control	0.813536828135368	-0.627790116369028	Control
7h7S	0.584192439862543	-1.10555408523257	7h7S
7BBh	1.13215859030837	-0.150993616559022	7h
p7Sp	0.597387173396675	-1.07333151172285	p7Sp
hpSB	0.764091858037578	-0.718251685914123	hpS
7pS7	0.727699530516432	-0.788654893413586	7pS7
7SS7	1.74	0.469017627612018	7SS7
BSBp	1.12396694214876	-0.16147007448624	Sp
ppSB	2.73479318734793	1.12136205807726	ppS
7pS7	0.708333333333333	-0.827569337932802	7pS7
Bh7S	0.641221374045801	-0.971175257220675	h7S
hpSS	0.166666666666667	-2.91503217918314	hpSS
BB7h	0.363414634146341	-1.79038125750527	7h
h7hS	1.31244323342416	0.0621853453616869	h7hS
pp7p	2.61904761904762	1.05897261228391	pp7p
7hBh	0.959183673469388	-0.390190670899556	7hh
hBp7	1.59649122807018	0.344834947571969	hp7
hhBp	1.38773148148148	0.14265876278877	hhp
hSpp	0.883333333333333	-0.509039819507305	hSpp
7BB7	2.62162162162162	1.06038979809619	77
hSpB	1.03488372093023	-0.280601002197685	hSp
h7hS	0.901828681424447	-0.47914437970701	h7hS
S7pp	0.508972267536705	-1.30441072329052	S7pp
SpBh	0.620141342756184	-1.01940070098931	Sph
Control	1.27984009137636	0.0258938866148503	Control
Shpp	1.05045871559633	-0.259050215141968	Shpp
SBph	0.962634578847372	-0.385009525991274	Sph
77Bp	1.42268041237113	0.178541936129056	77p
pBBp	0.937062937062937	-0.423851824782602	pp
7B7h	0.75	-0.745107177740829	77h
7hBp	1.58019417475728	0.330032169653782	7hp
hhBB	1.62560220233999	0.370904583302331	hh
BBpp	0.830960854092527	-0.59721725897325	pp
hphh	0.589285714285714	-1.09303048116114	hphh
7SBh	0.478753541076487	-1.39271461545098	7Sh
S7h7	1.3859649122807	0.140821055550376	S7h7
hBS7	0.857258064516129	-0.552268202205118	hS7
BBpp	0.720720720720721	-0.802557449924729	pp
7hSh	0.954198473282443	-0.397708395337349	7hSh
pSpp	1.08730158730159	-0.209317519001375	pSpp
pSSh	0.656189865298268	-0.937884461414441	pSSh
SSBh	1.11122345803842	-0.177920718271865	SSh
7pcx1	1.66883116883117	0.408768330036991	7pcx1
Sh77	1.31937172774869	0.0697814170021824	Sh77
p7hB	1.18465596834469	-0.085601526363893	p7h
7mera1x1	0.553763440860215	-1.1827279623868	7mera1x1
p77B	1.60516605166052	0.352652870920234	p77
hpS7	0.319371727748691	-1.97676116893485	hpS7
hSS7	0.60655737704918	-1.05135365039592	hSS7
ShBS	1.17763394462424	-0.0941785164964973	ShS
phBh	1.09796672828096	-0.195235341488035	phh
Bph7	0.57516339869281	-1.12802590251734	ph7
ppB7	1.33770491803279	0.0896902310592618	pp7
BSpp	0.966767371601209	-0.378828990381841	Spp
ppBB	2.07741935483871	0.724722794378394	pp
hpS7	1.02879078694818	-0.289120050282721	hpS7
BShB	1.10903277378098	-0.180767678271075	Sh
h7pS	0.982683982683983	-0.355270232587128	h7pS
pBhS	0.38371335504886	-1.71196879488907	phS
Shhp	1.27178729689808	0.0167877253598619	Shhp
BBS7	0.471337579617834	-1.41523706172466	S7
Bp7B	0.921465968586387	-0.448066887860437	p7
SBhS	0.662790697674419	-0.923444418999342	ShS
7pBB	0.615219721329046	-1.03089602263806	7p
hhBp	1.37301481382624	0.127277512731955	hhp
7pcx4	1.20606060606061	-0.0597672721641523	7pcx4
Control	0.630057803468208	-0.996513581321784	Control
pBBp	0.834285714285714	-0.591456231414297	pp
hpS7	0.988888888888889	-0.346189343825262	hpS7
BhS7	1.30662983425414	0.0557808077942045	hS7
BSSp	0.978333333333333	-0.361671675847814	SSp
SMARCAD1	2.59090909090909	1.04338871706546	SMARCAD1
hBhp	1.38793950108034	0.142875005164848	hhp
SBBS	0.483271375464684	-1.37916422799016	SS
Bp7p	0.769417475728155	-0.708231175505796	p7p
S7hp	0.970175438596491	-0.373752117279382	S7hp
ShhB	1.22231575009353	-0.0404526664212575	Shh
B7Bh	0.225988700564972	-2.47574713365762	7h
hBhS	1.34447300771208	0.0969711127987642	hhS
SphS	0.734806629834254	-0.774633130044001	SphS
pSBB	1.08333333333333	-0.214592461042049	pS
SBB7	0.242811501597444	-2.37216101195102	S7
BSB7	0.490196078431373	-1.35863883065876	S7
S7Bh	0.564885496183206	-1.15403931437049	S7h
7BBp	2.59375	1.04496975288494	7p
hBBp	0.392201834862385	-1.68040148835301	hp
B7ph	0.73030303030303	-0.783502556477839	7ph
77Sp	3.86842105263158	1.62167515293079	77Sp
7Bh7	0.558333333333333	-1.17087108361273	7h7
ShBp	0.905358686257563	-0.473508298982761	Shp
7SpS	0.729257641921397	-0.785569174084877	7SpS
ppp7	2.08849557522124	0.732394408484668	ppp7
hph7	0.764227642276423	-0.717995332123588	hph7
hphB	1.32075190213337	0.0712898091844219	hph
Bh77	1.34710743801653	0.0997952384944977	h77
7hpS	1.20247933884298	-0.0640575728282959	7hpS
php7	0.682151589242054	-0.881905399574547	php7
hh7p	1.51806167400881	0.272160725584686	hh7p
ppSB	1.02730375426621	-0.291206856124531	ppS
BSBS	1.05928636779506	-0.246977017792374	SS
BBhh	0.391891891891892	-1.68154204896336	hh
pppp	0.888798037612428	-0.500142141962063	pppp
Bhh7	0.737333333333333	-0.769680793610521	hh7
BBBp	1.9814126394052	0.656459681740566	p
SpBB	1.53063274188149	0.284058487441702	Sp
pphS	1.23963133640553	-0.0201585483498404	pphS
hSBB	1.24334053275738	-0.0158481949144537	hS
BShh	0.674915635545557	-0.897290596795875	Shh
B7Sp	0.46551724137931	-1.43316317142609	7Sp
Shhh	0.322033898305085	-1.96478521438024	Shhh
BpSh	0.938026772434308	-0.422368673735552	pSh
BpBh	0.998823529411765	-0.331767965934011	ph
S7Sh	0.909810126582278	-0.466432280807351	S7Sh
B77S	0.622516556291391	-1.01388556610943	77S
hhSS	0.718446601941748	-0.807116840016254	hhSS
pS7p	0.380239520958084	-1.72508928416387	pS7p
Shp7	0.604347826086956	-1.05661865668285	Shp7
7SpB	1.26957494407159	0.0142758825329745	7Sp
7Sp7	0.430851063829787	-1.544808527255	7Sp7
hh7S	0.44973544973545	-1.48292116654536	hh7S
SppB	0.562068965517241	-1.16125061424584	Spp
7hSp	0.280112044817927	-2.16599375271636	7hSp
p77p	0.591549295774648	-1.08749937518791	p77p
B7Sh	0.753579502637528	-0.738238049170092	7Sh
77BB	1.12056737588652	-0.165840282683676	77
ppSS	0.949648711943794	-0.404603833865203	ppSS
Bh7S	1.19230769230769	-0.0763130862162022	h7S
pBSS	1.67704280155642	0.415849831433235	pSS
pSSh	2.65697674418605	1.07971592189399	pSSh
phpS	0.643617021276596	-0.965795292865028	phpS
h7Sp	0.583941605839416	-1.10617366653515	h7Sp
hShh	0.409836065573771	-1.61695082625015	hShh
pS7h	0.935656836461126	-0.426018272507571	pS7h
SpBB	1.43126684636119	0.187222995721365	Sp
Bhh7	0.935613682092555	-0.426084814028878	hh7
hBBS	0.878587196467991	-0.516812297964572	hS
pS77	1.17682926829268	-0.0951646458119887	pS77
7BhS	0.142446043165468	-3.14158222599325	7hS
BS7p	0.529801324503311	-1.2465463228997	S7p
SBpp	1.23968042609854	-0.0201014184174634	Spp
7ppB	1.74490426189006	0.473078203425361	7pp
SSB7	0.921172886519421	-0.448525825374947	SS7
ppSp	0.743178170144462	-0.758289648225751	ppSp
h7pp	0.520647773279352	-1.27169007760608	h7pp
SpB7	1.0797385620915	-0.219387644622554	Sp7
SS77	0.454029511918275	-1.46921169760767	SS77
S77S	0.804239401496259	-0.644372754606289	S77S
7Shp	1.45914634146341	0.215054903571068	7Shp
BpBh	0.838948233360723	-0.583415980297912	ph
7h77	0.407185628742515	-1.6263111296857	7h77
hBSh	0.898123961054381	-0.485083190681318	hSh
hhB7	1.13075649888034	-0.152781390761069	hh7
phS7	0.768072289156627	-0.710755672950052	phS7
h7p7	1.21109123434705	-0.0537621277301785	h7p7
hS77	0.679389312977099	-0.887759249033038	hS77
SpB7	1.17043740573152	-0.103021896387445	Sp7
SBBp	1.37697810535443	0.131435941615317	Sp
hBBp	1.2390754785121	-0.020805606271261	hp
BS7h	1.57512953367876	0.32540079771352	S7h
SBph	0.668092386655261	-0.911950154851662	Sph
BBBp	0.681063122923588	-0.884209255716241	p
SSS7	1.55102040816327	0.303147990866392	SSS7
S7Bh	1.07106598984772	-0.231022309211176	S7h
SBpp	1.34310850439883	0.0955061806107861	Spp
7SpS	0.831099195710456	-0.596977093442986	7SpS
BSSB	1.23684210526316	-0.0234083402279333	SS
SB7p	0.782805429864253	-0.683344010216692	S7p
7SpS	1.31	0.0594971333007402	7SpS
ShSh	0.351931330472103	-1.83670381849818	ShSh
S77p	0.691588785046729	-0.862083299234183	S77p
77Bh	0.588235294117647	-1.09560442482496	77h
7SSp	0.552380952380952	-1.18633420100054	7SSp
BhSB	1.24257425742574	-0.016737607263008	hS
pphB	0.69672131147541	-0.85141607988717	pph
pBBh	1.12345679012346	-0.162125041147914	ph
BpBh	0.0702341137123746	-4.16175392988133	ph
S7BS	7.72602739726027	2.61965711505679	S7S
pSSB	2.80503144654088	1.15794726617396	pSS
pphp	0.886111111111111	-0.504510161026791	pphp
hBhh	0.411057692307692	-1.61265688171718	hhh
Bhp7	0.638242894056848	-0.977892203021718	hp7
B7hp	0.585714285714286	-1.10180069078887	7hp
pBhB	0.862891207153502	-0.542819096672932	ph
h7h7	0.549229452054795	-1.19458878225232	h7h7
p7Sh	0.58147713950762	-1.1122752993934	p7Sh
S7SS	0.728971962616822	-0.786134446000884	S7SS
SBBB	1.25321100917431	-0.00444032983618363	S
7pSB	0.569252077562327	-1.14293012166747	7pS
phBS	0.91886195995785	-0.452149630706168	phS
hhB7	0.817715959004392	-0.620397976268761	hh7
pShp	1.38631346578366	0.141183830383406	pShp
C14orf28	1.05333333333333	-0.255107620780763	C14orf28
hhSp	1.27887323943662	0.0248035944368853	hhSp
B77B	0.779220779220779	-0.689965623548368	77
hhhB	1.41942990110529	0.175241924510202	hhh
BShB	1.30200633579725	0.0506667904724689	Sh
7BSp	1.50406504065041	0.258797276715087	7Sp
7hS7	1.48333333333333	0.238773156895894	7hS7
hBB7	0.364754098360656	-1.78507358505847	h7
Control	0.974619289340102	-0.367158997197205	Control
SBhB	0.44390243902439	-1.50175513776874	Sh
7BBh	0.629981024667932	-0.996689398752275	7h
Sh7p	4.3	1.77426698135275	Sh7p
BBp7	0.47926267281106	-1.39118119276537	p7
ppBS	1.43288590604027	0.188854060696344	ppS
BShS	0.920817369093231	-0.449082726512203	ShS
BSBS	1.32065775950668	0.0711869708381437	SS
hpBS	1.1978021978022	-0.0696799938837553	hpS
pS77	1.98198198198198	0.656874168712568	pS77
hBph	0.139097744360902	-3.17589874833423	hph
pBSh	1.30181818181818	0.0504582903902492	pSh
77hh	0.39907192575406	-1.65534898284899	77hh
Sh77	0.544	-1.20839112187373	Sh77
ppph	0.781347150259067	-0.686034097348764	ppph
7S7h	0.645042839657283	-0.962602794970454	7S7h
BBpp	1.20134228187919	-0.0654224216598905	pp
7hh7	0.788259958071279	-0.67332628278986	7hh7
BpBS	1.03204134366925	-0.284568912049785	pS
B77B	1.59477124183007	0.343279816408249	77
7h7h	0.36986301369863	-1.76500673517853	7h7h
SSp7	1.31755280407866	0.0677911040121551	SSp7
p7p7	0.358078602620087	-1.81172146194085	p7p7
hSSh	1.46498599439776	0.220817193755856	hSSh
BhpB	1.28824200913242	0.0353339651286774	hp
SB7B	0.936246418338109	-0.425109478876204	S7
hpp7	0.249295774647887	-2.33413934277103	hpp7
77hS	1.14950166112957	-0.129061127584963	77hS
SShB	1.32580746315459	0.0768016006684369	SSh
hBSS	0.839328537170264	-0.58276214007432	hSS
7Spp	0.609154929577465	-1.04518857032994	7Spp
77S7	0.487684729064039	-1.36604897556755	77S7
7BSh	0.646017699115044	-0.960424081997156	7Sh
7B7h	0.836296750459841	-0.587982816149697	77h
hhh7	1.26896079438452	0.0135778181238294	hhh7
h7pS	1.31	0.0594971333007402	h7pS
S7pB	1.32330827067669	0.0740795046741222	S7p
hS7S	0.589830508474576	-1.09169732686246	hS7S
77Sp	0.351851851851852	-1.83702966718187	77Sp
B7S7	0.726277372262774	-0.791477140878863	7S7
7BhB	0.545402298850575	-1.20467699217697	7h
7SBB	0.993761140819964	-0.339098644263111	7S
BhBS	1.11208310552214	-0.176805074353202	hS
BSBp	0.989238410596026	-0.345679514918953	Sp
pShp	0.819605386783589	-0.617068306984044	pShp
pBhB	1.04089581304771	-0.27224400705969	ph
Control	1.57472660996355	0.325031704001014	Control
7S7h	1.08383233532934	-0.213928083852832	7S7h
BBB7	1.36571428571429	0.119586017686434	7
pSp7	0.147810218978102	-3.08825175853789	pSp7
7hB7	0.99009900990099	-0.344424971439055	7h7
7p7S	0.236413043478261	-2.41068813867027	7p7S
p77S	0.475703324808184	-1.40193566466131	p77S
hBh7	0.683274021352313	-0.879533497961755	hh7
SSB7	0.179487179487179	-2.80811697526663	SS7
pS7B	0.699228791773779	-0.846233182197838	pS7
Control	2.3744769874477	0.917540095735543	Control
h77S	1.10714285714286	-0.183228290132714	h77S
7Bhp	0.931034482758621	-0.433163171426089	7hp
BhhB	1.30866941886313	0.0580310276831044	hh
BhSS	0.889830508474576	-0.498467210157704	hSS
BppB	0.858974358974359	-0.549382706866461	pp
7Bph	0.722733245729304	-0.798534513553509	7ph
pBpS	1.86837881219904	0.571717311422297	ppS
S7pS	1.44859813084112	0.204587740411105	S7pS
BhBS	1.19160583941606	-0.0771625798760812	hS
BB7p	1.31137724550898	0.0610130886651358	7p
7hS7	0.469767441860465	-1.42005104529965	7hS7
hSSS	1.14678899082569	-0.132469718576825	hSSS
pBBS	1.07134363852556	-0.230648372903591	pS
BhSB	0.763429752066116	-0.719502361590429	hS
B7Bp	0.61731843575419	-1.02598289633481	7p
h7hp	1.47661279726711	0.232221888536293	h7hp
7Bph	0.92653810835629	-0.440147458072535	7ph
BBBh	0.835454827693263	-0.589435948204383	h
pBhS	0.910941475826972	-0.464639403456335	phS
S77B	0.723145071982281	-0.797712674396413	S77
B7hh	0.75886524822695	-0.728154044459632	7hh
7hSB	0.946058091286307	-0.410069000527205	7hS
BpBS	2.38484546360917	0.923826105123939	pS
7p7S	0.401098901098901	-1.64803975978066	7p7S
SpSp	1.2779991146525	0.0238171583809124	SpSp
hh7S	1.2008072653885	-0.0660650674531676	hh7S
hpSS	1.54882154882155	0.301101251681624	hpSS
7B7p	0.523993808049536	-1.26244800958091	77p
pSSp	1.35757332261953	0.11096044172078	pSSp
hB7h	0.859677419354839	-0.548202360977047	h7h
pphh	0.542307692307692	-1.21288613909165	pphh
php7	0.323699421965318	-1.95734298404111	php7
hBB7	0.726959847036329	-0.790122092947737	h7
7hSB	0.728692257644763	-0.78668811120779	7hS
B77B	0.223837209302326	-2.48954789246918	77
B7BB	0.806209484817468	-0.64084301717768	7
pBp7	0.81354748603352	-0.627771216184599	pp7
7ppp	1.55855288037313	0.31013742674693	7ppp
77ph	0.310911808669656	-2.01549236096235	77ph
ppSh	1.12169735788631	-0.164386199639125	ppSh
SShh	0.364322793770647	-1.78678051356607	SShh
7Sph	0.688734650293647	-0.868049512394414	7Sph
B7Sp	0.616328456819254	-1.02829836928772	7Sp
B7hp	0.894321766561514	-0.491203783659164	7hp
Bhhh	0.386740331491713	-1.70063254860022	hhh
hhhB	1.26043509940668	0.0038521563749535	hhh
S7hB	1.61294337274424	0.359626110747546	S7h
7S77	0.785714285714286	-0.677992981882292	7S77
hS7B	1.58082191780822	0.330605176416118	hS7
7pB7	1.06681034482759	-0.236765958622585	7p7
BSS7	1.95841995841996	0.639620487380756	SS7
S77S	0.817460317460317	-0.620849074778684	S77S
BhS7	1.39624505928854	0.151482497177644	hS7
SpSB	1.49580125962211	0.250848825102821	SpS
SShh	0.47323600973236	-1.40943791715748	SShh
6merx2	1.41382740611788	0.169536334517264	6merx2
pS7p	0.128635346756152	-3.28871064870093	pS7p
hphB	1.12287422369261	-0.16287334201225	hph
h77p	1.82412060301508	0.537131438990117	h77p
SBhp	1.57722007722008	0.327314301997144	Shp
S7Bp	0.821561338289963	-0.613629481627178	S7p
hp7S	0.597328244274809	-1.07347383306682	hp7S
hphp	1.48647607635025	0.2418265659416	hphp
php7	0.549093183239525	-1.19494677240696	php7
phpB	1.50416024653313	0.258888595045198	php
p7hp	1.00563777307963	-0.321958933046773	p7hp
hShB	1.12583167970118	-0.159078528674663	hSh
hS7h	0.292176039119804	-2.10515990342299	hS7h
B7BS	0.747203579418344	-0.750496407171251	7S
B777	2.29268292682927	0.866967168597568	777
7p7p	0.552046783625731	-1.1872072388734	7p7p
S7pB	1.36679536679537	0.120727583934458	S7p
ShSB	0.851528384279476	-0.561943152809319	ShS
h7pS	0.877519379844961	-0.51856678594072	h7pS
77S7	0.8359375	-0.588602692060838	77S7
S7hh	0.394736842105263	-1.67110659629705	S7hh
7BSB	1.24648408586232	-0.0122052147212737	7S
BB7S	0.809078146934955	-0.635718717479515	7S
77pS	0.427331887201735	-1.55664079943495	77pS
BBBp	0.995052566481138	-0.337225031212201	p
pSBB	1.4695652173913	0.225319706875824	pS
hhSh	0.370207416719045	-1.76366397496257	hhSh
BBS7	1.08071135430917	-0.218088431349957	S7
BShB	1.41574936494496	0.17149620422174	Sh
Sh7p	2.24127906976744	0.834252616750951	Sh7p
BBpS	1.88358208955224	0.583409231175429	pS
SS7S	1.04809052333805	-0.26230635096555	SS7S
BBpS	1.11174377224199	-0.177245355428294	pS
7SpB	1.64720194647202	0.389947761431329	7Sp
pBp7	0.365013774104683	-1.78404686700717	pp7
Sp77	0.768160741885626	-0.710589538892207	Sp77
pSBB	1.12633689839572	-0.158431262280401	pS
pShB	1.39563974267334	0.150856907402603	pSh
